Caption,Happy,Sad,Neutral,Man,Woman,Couple,Friends,Food,Fun,Love,Philosophy
Tại sao những bà vợ lại nguy hiểm hơn cả trùm Mafia? Họ chỉ cần tiền hoặc mạng sống. Các bà vợ thì muốn cả hai.,0,0,1,0,0,0,0,0,1,1,1
"Khi anh nhìn vào trong ví, trong đó chẳng còn xu nào, khi anh nhìn vào túi quần, nó cũng rỗng tuếch, và khi anh nhìn vào trái tim mình, anh thấy em, và chỉ lúc đó anh mới nhận ra rằng mình đã giàu.",1,0,0,1,0,0,0,0,0,1,0
"Em xin lỗi vì không tặng anh một hộp chocolate ngày Valentine, nhưng nếu anh muốn chút gì đó ngọt ngọt, thì em ở ngay đây nè.",1,0,0,0,1,0,0,0,0,1,0
Tính em không thích lưng chừng. Yêu em chẳng sợ cắm sừng đâu anh.,0,0,1,0,1,0,0,0,0,1,0
Đồ ngọt duy nhất mà anh muốn trong ngày lễ tình nhân là cái bánh ngọt đáng yêu như em đó!,0,0,1,1,0,0,0,0,0,1,0
"Một vài người bước vào cuộc đời chúng ta và để lại dấu chân của họ trong trái tim chúng ta, nhưng cũng có những người bước vào cuộc đời chúng ta và chúng ta chỉ muốn để lại dấu chân của mình trên mặt họ.",0,1,0,0,1,0,0,0,0,1,1
"Nếu bạn muốn vợ bạn lắng nghe mình, hãy nói chuyện với người phụ nữ khác; vợ bạn, cô ấy sẽ tự muốn nghe ngóng.",0,0,1,0,0,1,0,0,1,1,0
Nhiều cuộc hôn nhân sẽ tốt hơn nếu người chồng và người vợ hiểu rõ ràng rằng họ đang ở cùng một bên.,0,0,1,0,0,1,0,0,0,1,0
Bình này để uống trà. Hoa thơm để ngắm. Em là để yêu.,1,0,0,1,0,0,0,0,0,1,0
Em dành tiền không mua đồ tết. Mà để đó mua hết trái tim anh.,1,0,0,0,1,0,0,0,0,1,0
"Tết anh đã có hoa đào, còn em chưa có anh nào rước đi.",1,0,0,0,1,0,0,0,1,1,0
"Người ta nói bạn không thể sống nếu không có tình yêu, nhưng tôi nghĩ oxy còn quan trọng hơn.",0,0,1,0,0,0,0,0,0,1,0
Trái tim em sẽ mở cửa 2 lần. Đón anh vào và tống cổ anh đi,0,0,1,0,1,0,0,0,1,1,0
"Chào anh, em đang phải làm một khảo sát. Cho em hỏi anh tên gì? Số điện thoại bao nhiêu? Thứ 7 tuần tới anh có rảnh không?",0,0,1,0,1,0,0,0,1,1,0
Một người đàn ông kết hôn với một người phụ nữ và hi vọng rằng cô ấy sẽ không bao giờ thay đổi. Một người phụ nữ kết hôn với một người đàn ông lại nghĩ rằng cô ta có thể thay đổi được anh ấy.,0,0,1,0,0,0,0,0,1,1,0
Vợ tôi mà ăn diện thì ai nhìn cũng chết. Và khi cô ấy nấu nướng cũng vậy.,0,1,0,1,0,0,0,1,0,1,0
"Mọi đàn ông đều mong muốn lấy một người vợ xinh đẹp, hiểu mình, biết tiết kiệm và biết nấu ăn ngon. Nhưng trớ trêu thay pháp luật chỉ cho họ cưới có một vợ.",0,0,1,0,0,1,0,0,1,1,0
"Nếu có 1 đôi tất, Em sẽ là chiếc bên phải.Con anh là tất cả.",1,0,0,0,1,0,0,0,0,1,0
Phụ nữ thường hay lo lắng về tương lai cho đến khi họ lấy chồng. Còn đàn ông thì chẳng bao giờ lo lắng về tương lai cả cho đến khi họ lấy vợ.,0,0,1,0,0,1,0,0,1,1,0
"Mỗi khi em nhìn anh, em sẽ thấy nhiều ngôi sao hơn cả trong phim Ngày Lễ Tình Nhân nữa đó.",1,0,0,0,0,1,0,0,0,1,0
Tình yêu vốn dĩ chỉ dành cho hai người. Thế mà một số người hình như vẫn không biết đếm.,0,1,0,0,0,1,0,0,0,1,0
Trân châu nấu với đường đen. Uống xong cho thiếp làm quen với chàng.,0,0,1,0,1,0,0,0,1,1,0
Muốn dẫn cậu đi paris vì nhận ra tình yêu của cậu và tôi hợp pháp.,1,0,0,0,0,1,0,0,1,1,0
Em là biển anh là san hô. Biển thiếu san hô biển vẫn sống. San hô thiếu biển chết khô queo.,0,0,1,0,0,1,0,0,1,1,0
Tâm bất thính giữa dòng đời vạn thính.,0,0,1,0,1,0,0,0,1,0,0
"“Nếu đêm dài là tình yêu, anh muốn gửi em cả trời sao lấp lánh. Nhưng trái tim anh không thể dành tặng em được vì nơi đó đã thuộc về em.""",1,0,0,1,0,0,0,0,0,0,0
"Tôi nghĩ tôi đang bắt đầu có vấn đề về thị lực, bởi vì kể từ khi kết hôn đến giờ tôi không nhìn thấy tiền đâu trong căn nhà của mình.",0,1,0,1,0,0,0,0,1,1,0
Thời điểm duy nhất mà vợ tôi lắng nghe tôi là khi tôi nói em có muốn một ít tiền không.,0,1,0,1,0,0,0,0,1,1,0
"Lý trí em để trong túi quần, nhưng khi gặp anh em lại mặc váy",1,0,0,0,1,0,0,0,1,1,0
Soái ca là của ngôn tình. Còn anh là của một mình em thôi.,1,0,0,0,1,0,0,0,0,1,0
Thịt mỡ dưa hành câu đối đỏ. Em đây bé nhỏ chẳng ai yêu.,0,0,1,0,1,0,0,0,1,1,0
"Nếu anh là một ly đen đắng, em sẽ là sữa trắng ngọt ngào.",1,0,0,0,0,1,0,0,0,1,0
Anh có thích nước không? Nếu thích vậy là anh đã thích hơn 70% của em rồi đấy!,0,0,1,1,0,0,0,0,0,1,0
"Thay vì tặng anh một đóa hồng không héo, để em gửi anh một mối tình không phai!",0,0,1,0,0,1,0,0,0,1,0
Bột ngọt thì ngọt nhưng gây ung thư. Còn anh cũng ngọt nhưng gây tương tư.,0,0,1,1,0,0,0,0,1,1,0
"Không muốn tiến thủ, chỉ muốn anh.",0,0,1,0,1,0,0,0,0,1,0
"Em yêu bầu trời xanh, yêu cả cánh hoa hồng.Nhưng không quên một thứ, đó chính là yêu anh.",1,0,0,0,1,0,0,0,0,1,0
Thời tiết này yêu em là hợp lý. Anh mà bỏ phí thì là anh ngu.,0,0,1,0,1,0,0,0,1,0,0
"Thân thiện với môi trường, từ trường với môi anh.",0,0,1,0,0,0,0,0,1,1,0
"Ngẩng đầu nhìn trăng sáng, cúi đầu... muốn hôn anh.",0,0,1,0,1,0,0,0,0,1,0
Em đây không thích la cà. Mà em chỉ thích mặn mà với anh.,0,0,1,0,1,0,0,0,0,1,0
Áo anh màu trắng. Mắt anh màu nâu. Cũng có gì đâu?. Mà làm má em hồng,0,0,1,0,1,0,0,0,0,1,0
Tớ biết tại sao tớ lại bị cảm nắng rồi. Vì tớ chẳng có chút miễn dịch nào đối với cậu cả.,0,0,1,0,1,0,0,0,0,1,0
Nếu em là trại tâm thần. Thì anh nguyện làm người điên suốt đời.,0,0,1,0,1,0,0,0,1,1,0
Mọi người thì thích trà sữa. Còn em thì thích trà trộn vào tim anh.,0,0,1,0,1,0,0,0,0,1,0
"Hôm nay trời xanh mây trắng. Em không say nắng mà say ""i love you"".",0,0,1,0,1,0,0,0,0,1,0
"“Em gầy vào mùa hạ, và ốm vào mùa đông. Anh có yêu em không, hả chàng trai trong mộng?""",0,0,1,0,1,0,0,0,0,1,0
Họ thích nghe nhạc vì lời. Còn em lại thích trọn đời có anh.,1,0,0,0,1,0,0,0,0,1,0
Chẳng cần nghiêng nước nghiêng thành. Chỉ cần nghiêng đủ lòng anh là vừa.,1,0,0,0,1,0,0,0,0,1,0
Sao anh nhìn giống một người họ hàng của em thế? Giống con rể của me em,0,0,1,0,1,0,0,0,0,1,0
"Cà phê thì đắng, còn ớt thì cay, uống bia tỉnh lắm, gặp anh thì say",0,0,1,0,1,0,0,0,0,1,0
"Tình yêu của em dành cho anh như iốt vậy, không cần xúc tác nhưng vẫn thăng hoa.",0,0,1,0,1,0,0,0,0,1,0
"Anh đẹp trai, bổn cô nương vừa bói quẻ cho anh, mệnh của anh khuyết một nửa, nửa đó là em đấy!",0,0,1,0,1,0,0,0,0,1,0
"Bao năm phê đá phê cần, không bằng một phút ngồi gần bên em.",0,0,1,1,0,0,0,0,1,1,0
"Anh trú ngụ trong tim em lâu như vậy, thế đã trả tiền trọ phòng chưa?",0,0,1,0,1,0,0,0,0,1,0
Xiêu lòng ánh mắt. Xong liều yêu anh.,1,0,0,0,1,0,0,0,0,1,0
Cảm lạnh có thể là do gió. Nhưng cảm nắng chắc chắn là do em.,1,0,0,1,0,0,0,0,0,1,0
Bệnh nào cũng có thuốc chữa nhưng duy nhất và sẽ không bao giờ có thuốc chữa được bệnh em ngừng yêu anh.,1,0,0,0,1,0,0,0,0,1,0
Anh ơi gió lạnh gần kề. Anh mau thu xếp mà về với em.,1,0,0,0,1,0,0,0,0,1,0
"Vì gặp được anh, gần đây em hay trộm 2 thứ. Đó là trộm nhìn, lại trộm cười.",1,0,0,0,1,0,0,0,0,1,0
"Chim thuộc về rừng, em thuộc về anh.",0,0,1,0,1,0,0,0,0,1,0
Muối tan khi khuấy lên trong nước còn em thấy anh là tự tan rồi,0,0,1,0,1,0,0,0,0,1,0
Em đây không thích la cà. Em đây chỉ thích mặn mà với anh.,1,0,0,0,1,0,0,0,0,1,0
Con cóc là cậu ông trời. Còn anh là cả cuộc đời của em.,1,0,0,0,1,0,0,0,0,1,0
"Em thích anh đã hơn hai phút rồi, không thu hồi lại được.",0,0,1,0,1,0,0,0,0,1,0
"Đừng đuổi theo bus nữa, theo đuổi em đi. Em chạy chậm, còn dễ thương nữa.",0,0,1,0,1,0,0,0,0,1,0
"Tớ béo thế này, là bởi vì trong lòng tớ còn có cậu nữa",0,0,1,0,1,0,0,1,0,1,0
Em sinh ra không phải để sống vất vả. Mà là để sau này được gả cho anh.,0,0,1,0,1,0,0,0,0,1,0
"Nếu như 2+1 cũng bằng với 1+2, thì có phải anh yêu em cũng đồng nghĩa với em yêu anh đúng không nào?",0,0,1,0,1,0,0,0,0,1,0
"Chim thường yêu trời, con nít thường yêu kem.Anh thì rất yêu đời, và cũng rất yêu em.",1,0,0,1,0,0,0,0,0,1,0
Có một đốm lửa nhỏ. Thắp lên hạnh phúc to.Em đã có ai ngỏ. Hay là để anh lo.,0,0,1,1,0,0,0,0,0,1,0
"Thức khuya em tỉnh bằng trà, yêu anh em trả bằng tình được không?",0,0,1,0,1,0,0,0,0,1,0
"Bia độc hơn rượu , bằng chứng trên thế giới chỉ có ” mộ bia ” mà không có ” mộ rượu “",0,0,1,0,0,0,0,1,1,0,0
Tiên học lễ hậu học….ăn.,1,0,0,0,0,0,0,1,0,0,0
"Khi lòng người giông bão, không có nơi nào gọi là bình yên.",0,1,0,0,0,0,0,0,0,0,1
Nợ nần biến người ta thành……con nợ !,1,0,0,0,0,0,0,0,1,0,1
Luôn luôn nhớ rằng bạn là duy nhất…giống như những người khác,0,0,1,0,0,0,0,0,0,0,1
Nếu tình yêu là ánh sáng thì hôn nhân là hoá đơn tiền điện !,0,1,0,1,0,0,0,0,0,1,1
"Khi tôi chạy, mọi người dõi theo từng bước chạy của tôi. Mạnh mẽ – Tự tin – Thần tốc. Chạy rất lôi cuốn. Lôi cuốn là phải chạy nhanh. Chạy nhanh thì mới thoát chết. Tôi là…Cướp!",0,0,1,1,0,0,0,0,1,0,0
Điều tuyệt đối nhất chính là tất cả chỉ là tương đối,0,0,1,0,0,0,0,0,1,0,1
Giang hồ hiểm ác anh không sợ…Chỉ sợ đường về vắng bóng em.,0,0,1,1,0,0,0,0,0,1,0
Còn….nói còn tát.,0,0,1,0,0,0,0,0,1,1,0
"Trăm năm bia đá cũng mòn , bia chai cũng bể , chỉ còn bia…ôm.",0,0,1,1,0,0,0,1,0,0,1
Tiền là giấy – Thấy là lấy,0,0,1,0,0,0,0,0,1,0,1
Thà sống hèn còn hơn chết dại.,0,0,1,0,0,0,0,0,1,0,1
Vì tao chắc chắn là trên đời này không có gì là chắc chắn.,0,0,1,0,0,0,0,0,1,0,1
Không bao giờ bán đứng bạn bè… khi chưa được giá.,0,0,1,0,0,0,1,0,1,0,1
"Ai bảo rằng cây không buồn, không khóc…đá không sầu không nhớ thương ai ? Cây không buồn sao lá vàng rơi rụng. Đá không sầu sao đá phủ rêu xanh.",0,1,0,0,0,0,0,0,0,0,1
"Người ta có chí thì nên…còn mình có ""chí"" thì nên gội đầu.",0,0,1,0,0,0,0,0,1,0,1
Một người vợ tốt luôn tha thứ cho chồng khi cô ta sai.,0,1,0,1,0,0,0,0,1,1,1
Tôi cao không bằng ai….nhưng được cái nằm xuống thì tôi dài 1m76 !,0,0,1,1,0,0,0,0,1,0,0
Nếu bạn bị ăn hiếp hãy nhanh tay gọi cho tôi…Tôi sẽ nhanh chân chạy tới…gọi cảnh sát.,0,0,1,0,0,0,1,0,1,0,0
Đừng tự ti vì mình nghèo mà vẫn giỏi mà hãy tự hỏi tại sao mình giỏi mà mình vẫn nghèo.,0,0,1,1,0,0,0,0,1,0,1
Một điều nhịn là chín điều nhục.,0,0,1,1,0,0,0,0,1,0,1
Quân với dân như cá với nước ” Nước thì nuôi sống cá còn cá thì ị vào nước. Chỉ mong một ngày nước sôi…,0,0,1,0,0,0,0,0,1,0,1
Thiếu nữ là chữ viết tắt của….thiếu nữ tính.,0,0,1,0,1,0,0,0,1,0,0
"Người cứu bạn khỏi cảnh sắp hết hơi chưa chắc là 1 bác sĩ, có thể là 1 tay vá xe",0,0,1,0,0,0,0,0,1,0,1
Đi một ngày đàng…mất 10.000 tiền cơm,0,0,1,0,0,0,0,1,1,0,0
Trái tim em chỉ 2 lần mở cửa. Đón anh vào và tống cổ anh ra.,0,0,1,0,1,0,0,0,1,1,0
Thể thao là có hại. Nếu ta sống được thêm 10 năm nhờ luyện tập thì ta cũng mất 15 năm vào các buổi tập luyện đó.,0,0,1,0,0,0,0,0,0,0,1
Người ta mất 3s để nói tiếng yêu….mất 3 giờ để giải thích…mất 3 ngày để chấp nhận và mất cả đời để thực hiện và ân hận….!,0,0,1,1,0,0,0,0,1,1,1
"Học hành như cá kho tiêu, kho nhiều thì mặn học nhiều thì ngu.",0,0,1,0,0,0,0,0,1,0,1
"Ánh sáng đi trước âm thanh, vì thế, con người ta trông có vẻ thông minh cho đến khi ta nghe họ phát biểu!",0,0,1,0,0,0,0,0,1,0,1
